DN,surfaceRiver,bottomRiver,EstimatedTemp,riverSalinity
2012-12-12 21:05:00,7.7314795918367345,8.33544698245855,7.905133972880693,0
2012-12-12 21:10:00,7.7314795918367345,8.33544698245855,7.9023442051792365,0
2012-12-12 21:15:00,7.7314795918367345,8.33544698245855,7.899554437477781,0
2012-12-12 21:20:00,7.7314795918367345,8.33544698245855,7.896764669776326,0
2012-12-12 21:25:00,7.7314795918367345,8.33544698245855,7.893974902074871,0
2012-12-12 21:30:00,7.7314795918367345,8.33544698245855,7.891185134373416,0
2012-12-12 21:35:00,7.7314795918367345,8.33544698245855,7.8883953666719595,0
2012-12-12 21:40:00,7.7314795918367345,8.33544698245855,7.885605598970504,0
2012-12-12 21:45:00,7.7314795918367345,8.33544698245855,7.882815831269049,0
2012-12-12 21:50:00,7.7314795918367345,8.33544698245855,7.880026063567594,0
2012-12-12 21:55:00,7.7314795918367345,8.33544698245855,7.877236295866138,0
2012-12-12 22:00:00,7.7314795918367345,8.33544698245855,7.8744465281646825,0
2012-12-12 22:05:00,7.7314795918367345,8.33544698245855,7.871656760463227,0
2012-12-12 22:10:00,7.7314795918367345,8.33544698245855,7.868866992761772,0
2012-12-12 22:15:00,7.7314795918367345,8.33544698245855,7.866077225060316,0
2012-12-12 22:20:00,7.7314795918367345,8.33544698245855,7.863287457358861,0
2012-12-12 22:25:00,7.7314795918367345,8.33544698245855,7.8604976896574055,0
2012-12-12 22:30:00,7.7314795918367345,8.33544698245855,7.85770792195595,0
2012-12-12 22:35:00,7.7314795918367345,8.33544698245855,7.854918154254495,0
2012-12-12 22:40:00,7.7314795918367345,8.33544698245855,7.852128386553039,0
2012-12-12 22:45:00,7.7314795918367345,8.33544698245855,7.849338618851584,0
2012-12-12 22:50:00,7.7314795918367345,8.33544698245855,7.8465488511501285,0
2012-12-12 22:55:00,7.7314795918367345,8.33544698245855,7.843759083448673,0
2012-12-12 23:00:00,7.7314795918367345,8.33544698245855,7.840969315747217,0
2012-12-12 23:05:00,7.7314795918367345,8.33544698245855,7.838179548045762,0
2012-12-12 23:10:00,7.7314795918367345,8.33544698245855,7.835389780344307,0
2012-12-12 23:15:00,7.7314795918367345,8.33544698245855,7.832600012642851,0
2012-12-12 23:20:00,7.7314795918367345,8.33544698245855,7.829810244941396,0
2012-12-12 23:25:00,7.7314795918367345,8.33544698245855,7.82702047723994,0
2012-12-12 23:30:00,7.7314795918367345,8.33544698245855,7.824230709538485,0
2012-12-12 23:35:00,7.7314795918367345,8.33544698245855,7.82144094183703,0
2012-12-12 23:40:00,7.7314795918367345,8.33544698245855,7.818651174135574,0
2012-12-12 23:45:00,7.7314795918367345,8.33544698245855,7.815861406434118,0
2012-12-12 23:50:00,7.7314795918367345,8.33544698245855,7.813071638732663,0
2012-12-12 23:55:00,7.7314795918367345,8.33544698245855,7.810281871031208,0
2012-12-13 00:00:00,7.7314795918367345,8.33544698245855,7.807492103329753,0
2012-12-13 00:05:00,7.7314795918367345,8.33544698245855,7.804702335628297,0
2012-12-13 00:10:00,7.7314795918367345,8.33544698245855,7.801912567926841,0
2012-12-13 00:15:00,7.7314795918367345,8.33544698245855,7.799122800225386,0
2012-12-13 00:20:00,7.7314795918367345,8.33544698245855,7.796333032523931,0
2012-12-13 00:25:00,7.7314795918367345,8.33544698245855,7.793543264822476,0
2012-12-13 00:30:00,7.7314795918367345,8.33544698245855,7.7907534971210195,0
2012-12-13 00:35:00,7.7314795918367345,8.33544698245855,7.787963729419564,0
2012-12-13 00:40:00,7.7314795918367345,8.33544698245855,7.785173961718109,0
2012-12-13 00:45:00,7.7314795918367345,8.33544698245855,7.782384194016654,0
2012-12-13 00:50:00,7.7314795918367345,8.33544698245855,7.779594426315198,0
2012-12-13 00:55:00,7.7314795918367345,8.33544698245855,7.7768046586137425,0
2012-12-13 01:00:00,7.7314795918367345,8.33544698245855,7.774014890912287,0
2012-12-13 01:05:00,7.7314795918367345,8.33544698245855,7.771225123210832,0
2012-12-13 01:10:00,7.7314795918367345,8.33544698245855,7.768435355509377,0
2012-12-13 01:15:00,7.7314795918367345,8.33544698245855,7.765645587807921,0
2012-12-13 01:20:00,7.7314795918367345,8.33544698245855,7.7628558201064655,0
2012-12-13 01:25:00,7.7314795918367345,8.33544698245855,7.76006605240501,0
2012-12-13 01:30:00,7.7314795918367345,8.33544698245855,7.757276284703555,0
2012-12-13 01:35:00,7.7314795918367345,8.33544698245855,7.754486517002099,0
2012-12-13 01:40:00,7.7314795918367345,8.33544698245855,7.751696749300644,0
2012-12-13 01:45:00,7.7314795918367345,8.33544698245855,7.7489069815991884,0
2012-12-13 01:50:00,7.7314795918367345,8.33544698245855,7.746117213897733,0
2012-12-13 01:55:00,7.7314795918367345,8.33544698245855,7.743327446196278,0
2012-12-13 02:00:00,7.7314795918367345,8.33544698245855,7.740537678494822,0
2012-12-13 02:05:00,7.7314795918367345,8.33544698245855,7.737747910793367,0
2012-12-13 02:10:00,7.7314795918367345,8.33544698245855,7.734958143091911,0
2012-12-13 02:15:00,7.7314795918367345,8.33544698245855,7.732168375390456,0
2012-12-13 02:20:00,7.7314795918367345,8.33544698245855,7.729378607689,0
2012-12-13 02:25:00,7.7314795918367345,8.33544698245855,7.726588839987545,0
2012-12-13 02:30:00,7.7314795918367345,8.33544698245855,7.72379907228609,0
2012-12-13 02:35:00,7.7314795918367345,8.33544698245855,7.721009304584634,0
2012-12-13 02:40:00,7.7314795918367345,8.33544698245855,7.718219536883179,0
2012-12-13 02:45:00,7.7314795918367345,8.33544698245855,7.715429769181723,0
2012-12-13 02:50:00,7.7314795918367345,8.33544698245855,7.712640001480268,0
2012-12-13 02:55:00,7.7314795918367345,8.33544698245855,7.709850233778813,0
2012-12-13 03:00:00,7.7314795918367345,8.33544698245855,7.707060466077357,0
2012-12-13 03:05:00,7.7314795918367345,8.33544698245855,7.704270698375901,0
2012-12-13 03:10:00,7.7314795918367345,8.33544698245855,7.701480930674446,0
2012-12-13 03:15:00,7.7314795918367345,8.33544698245855,7.698691162972991,0
2012-12-13 03:20:00,7.7314795918367345,8.33544698245855,7.695901395271536,0
2012-12-13 03:25:00,7.7314795918367345,8.33544698245855,7.6931116275700795,0
2012-12-13 03:30:00,7.7314795918367345,8.33544698245855,7.690321859868624,0
2012-12-13 03:35:00,7.7314795918367345,8.33544698245855,7.687532092167169,0
2012-12-13 03:40:00,7.7314795918367345,8.33544698245855,7.684742324465714,0
2012-12-13 03:45:00,7.7314795918367345,8.33544698245855,7.681952556764259,0
2012-12-13 03:50:00,7.7314795918367345,8.33544698245855,7.6791627890628025,0
2012-12-13 03:55:00,7.7314795918367345,8.33544698245855,7.676373021361347,0
2012-12-13 04:00:00,7.7314795918367345,8.33544698245855,7.673583253659892,0
2012-12-13 04:05:00,7.7314795918367345,8.33544698245855,7.670793485958437,0
2012-12-13 04:10:00,7.7314795918367345,8.33544698245855,7.668003718256981,0
2012-12-13 04:15:00,7.7314795918367345,8.33544698245855,7.6652139505555255,0
2012-12-13 04:20:00,7.7314795918367345,8.33544698245855,7.66242418285407,0
2012-12-13 04:25:00,7.7314795918367345,8.33544698245855,7.659634415152615,0
2012-12-13 04:30:00,7.7314795918367345,8.33544698245855,7.65684464745116,0
2012-12-13 04:35:00,7.7314795918367345,8.33544698245855,7.654054879749704,0
2012-12-13 04:40:00,7.7314795918367345,8.33544698245855,7.651265112048248,0
2012-12-13 04:45:00,7.7314795918367345,8.33544698245855,7.648475344346793,0
2012-12-13 04:50:00,7.7314795918367345,8.33544698245855,7.645685576645338,0
2012-12-13 04:55:00,7.7314795918367345,8.33544698245855,7.642895808943882,0
2012-12-13 05:00:00,7.7314795918367345,8.33544698245855,7.640106041242427,0
2012-12-13 05:05:00,7.7314795918367345,8.33544698245855,7.637316273540971,0
2012-12-13 05:10:00,7.7314795918367345,8.33544698245855,7.634526505839516,0
2012-12-13 05:15:00,7.7314795918367345,8.33544698245855,7.631736738138061,0
2012-12-13 05:20:00,7.7314795918367345,8.33544698245855,7.628946970436605,0
2012-12-13 05:25:00,7.7314795918367345,8.33544698245855,7.62615720273515,0
2012-12-13 05:30:00,7.7314795918367345,8.33544698245855,7.623367435033694,0
2012-12-13 05:35:00,7.7314795918367345,8.33544698245855,7.620577667332239,0
2012-12-13 05:40:00,7.7314795918367345,8.33544698245855,7.617787899630783,0
2012-12-13 05:45:00,7.7314795918367345,8.33544698245855,7.614998131929328,0
2012-12-13 05:50:00,7.7314795918367345,8.33544698245855,7.612208364227873,0
2012-12-13 05:55:00,7.7314795918367345,8.33544698245855,7.609418596526417,0
2012-12-13 06:00:00,7.7314795918367345,8.33544698245855,7.606628828824961,0
2012-12-13 06:05:00,7.7314795918367345,8.33544698245855,7.603839061123506,0
2012-12-13 06:10:00,7.7314795918367345,8.33544698245855,7.601049293422051,0
2012-12-13 06:15:00,7.7314795918367345,8.33544698245855,7.598259525720596,0
2012-12-13 06:20:00,7.7314795918367345,8.33544698245855,7.59546975801914,0
2012-12-13 06:25:00,7.7314795918367345,8.33544698245855,7.592679990317684,0
2012-12-13 06:30:00,7.7314795918367345,8.33544698245855,7.589890222616229,0
2012-12-13 06:35:00,7.7314795918367345,8.33544698245855,7.587100454914774,0
2012-12-13 06:40:00,7.7314795918367345,8.33544698245855,7.584310687213319,0
2012-12-13 06:45:00,7.7314795918367345,8.33544698245855,7.5815209195118625,0
2012-12-13 06:50:00,7.7314795918367345,8.33544698245855,7.578731151810407,0
2012-12-13 06:55:00,7.7314795918367345,8.33544698245855,7.575941384108952,0
2012-12-13 07:00:00,7.7314795918367345,8.33544698245855,7.573151616407497,0
2012-12-13 07:05:00,7.7314795918367345,8.33544698245855,7.570361848706042,0
2012-12-13 07:10:00,7.7314795918367345,8.33544698245855,7.5675720810045854,0
2012-12-13 07:15:00,7.7314795918367345,8.33544698245855,7.56478231330313,0
2012-12-13 07:20:00,7.7314795918367345,8.33544698245855,7.561992545601675,0
2012-12-13 07:25:00,7.7314795918367345,8.33544698245855,7.55920277790022,0
2012-12-13 07:30:00,7.7314795918367345,8.33544698245855,7.556413010198764,0
2012-12-13 07:35:00,7.7314795918367345,8.33544698245855,7.553623242497308,0
2012-12-13 07:40:00,7.7314795918367345,8.33544698245855,7.550833474795853,0
2012-12-13 07:45:00,7.7314795918367345,8.33544698245855,7.548043707094398,0
2012-12-13 07:50:00,7.7314795918367345,8.33544698245855,7.545253939392943,0
2012-12-13 07:55:00,7.7314795918367345,8.33544698245855,7.542464171691487,0
2012-12-13 08:00:00,7.7314795918367345,8.33544698245855,7.539674403990031,0
2012-12-13 08:05:00,7.7314795918367345,8.33544698245855,7.536884636288576,0
2012-12-13 08:10:00,7.7314795918367345,8.33544698245855,7.534094868587121,0
2012-12-13 08:15:00,7.7314795918367345,8.33544698245855,7.531305100885665,0
2012-12-13 08:20:00,7.7314795918367345,8.33544698245855,7.52851533318421,0
2012-12-13 08:25:00,7.7314795918367345,8.33544698245855,7.525725565482754,0
2012-12-13 08:30:00,7.7314795918367345,8.33544698245855,7.522935797781299,0
2012-12-13 08:35:00,7.7314795918367345,8.33544698245855,7.520146030079843,0
2012-12-13 08:40:00,7.7314795918367345,8.33544698245855,7.517356262378388,0
2012-12-13 08:45:00,7.7314795918367345,8.33544698245855,7.514566494676933,0
2012-12-13 08:50:00,7.7314795918367345,8.33544698245855,7.511776726975477,0
2012-12-13 08:55:00,7.7314795918367345,8.33544698245855,7.508986959274022,0
2012-12-13 09:00:00,7.7314795918367345,8.33544698245855,7.506197191572566,0
2012-12-13 09:05:00,7.7314795918367345,8.33544698245855,7.503407423871111,0
2012-12-13 09:10:00,7.7314795918367345,8.33544698245855,7.500617656169656,0
2012-12-13 09:15:00,7.7314795918367345,8.33544698245855,7.4978278884682,0
2012-12-13 09:20:00,7.7314795918367345,8.33544698245855,7.495038120766745,0
2012-12-13 09:25:00,7.7314795918367345,8.33544698245855,7.492248353065289,0
2012-12-13 09:30:00,7.7314795918367345,8.33544698245855,7.489458585363834,0
2012-12-13 09:35:00,7.7314795918367345,8.33544698245855,7.486668817662379,0
2012-12-13 09:40:00,7.7314795918367345,8.33544698245855,7.4838790499609225,0
2012-12-13 09:45:00,7.7314795918367345,8.33544698245855,7.481089282259467,0
2012-12-13 09:50:00,7.7314795918367345,8.33544698245855,7.478299514558012,0
2012-12-13 09:55:00,7.7314795918367345,8.33544698245855,7.475509746856557,0
2012-12-13 10:00:00,7.7314795918367345,8.33544698245855,7.4727199791551016,0
2012-12-13 10:05:00,7.7314795918367345,8.33544698245855,7.469930211453645,0
2012-12-13 10:10:00,7.7314795918367345,8.33544698245855,7.46714044375219,0
2012-12-13 10:15:00,7.7314795918367345,8.33544698245855,7.464350676050735,0
2012-12-13 10:20:00,7.7314795918367345,8.33544698245855,7.46156090834928,0
2012-12-13 10:25:00,7.7314795918367345,8.33544698245855,7.4587711406478245,0
2012-12-13 10:30:00,7.7314795918367345,8.33544698245855,7.455981372946368,0
2012-12-13 10:35:00,7.7314795918367345,8.33544698245855,7.453191605244913,0
2012-12-13 10:40:00,7.7314795918367345,8.33544698245855,7.450401837543458,0
2012-12-13 10:45:00,7.7314795918367345,8.33544698245855,7.447612069842003,0
2012-12-13 10:50:00,7.7314795918367345,8.33544698245855,7.444822302140547,0
2012-12-13 10:55:00,7.7314795918367345,8.33544698245855,7.442032534439091,0
2012-12-13 11:00:00,7.7314795918367345,8.33544698245855,7.439242766737636,0
2012-12-13 11:05:00,7.7314795918367345,8.33544698245855,7.436452999036181,0
2012-12-13 11:10:00,7.7314795918367345,8.33544698245855,7.433663231334725,0
2012-12-13 11:15:00,7.7314795918367345,8.33544698245855,7.43087346363327,0
2012-12-13 11:20:00,7.7314795918367345,8.33544698245855,7.428083695931814,0
2012-12-13 11:25:00,7.7314795918367345,8.33544698245855,7.425293928230359,0
2012-12-13 11:30:00,7.7314795918367345,8.33544698245855,7.422504160528904,0
2012-12-13 11:35:00,7.7314795918367345,8.33544698245855,7.419714392827448,0
2012-12-13 11:40:00,7.7314795918367345,8.33544698245855,7.416924625125993,0
2012-12-13 11:45:00,7.7314795918367345,8.33544698245855,7.414134857424537,0
2012-12-13 11:50:00,7.7314795918367345,8.33544698245855,7.411345089723082,0
2012-12-13 11:55:00,7.7314795918367345,8.33544698245855,7.408555322021627,0
2012-12-13 12:00:00,7.7314795918367345,8.33544698245855,7.405765554320171,0
2012-12-13 12:05:00,6.979114583333334,7.8268369899040975,7.402975786618716,0
2012-12-13 12:10:00,6.979114583333334,7.8268369899040975,7.402703841278679,0
2012-12-13 12:15:00,6.979114583333334,7.8268369899040975,7.402431895938642,0
2012-12-13 12:20:00,6.979114583333334,7.8268369899040975,7.402159950598606,0
2012-12-13 12:25:00,6.979114583333334,7.8268369899040975,7.401888005258569,0
2012-12-13 12:30:00,6.979114583333334,7.8268369899040975,7.401616059918533,0
2012-12-13 12:35:00,6.979114583333334,7.8268369899040975,7.401344114578496,0
2012-12-13 12:40:00,6.979114583333334,7.8268369899040975,7.40107216923846,0
2012-12-13 12:45:00,6.979114583333334,7.8268369899040975,7.400800223898423,0
2012-12-13 12:50:00,6.979114583333334,7.8268369899040975,7.400528278558387,0
2012-12-13 12:55:00,6.979114583333334,7.8268369899040975,7.4002563332183495,0
2012-12-13 13:00:00,6.979114583333334,7.8268369899040975,7.399984387878313,0
2012-12-13 13:05:00,6.979114583333334,7.8268369899040975,7.399712442538277,0
2012-12-13 13:10:00,6.979114583333334,7.8268369899040975,7.39944049719824,0
2012-12-13 13:15:00,6.979114583333334,7.8268369899040975,7.399168551858204,0
2012-12-13 13:20:00,6.979114583333334,7.8268369899040975,7.398896606518167,0
2012-12-13 13:25:00,6.979114583333334,7.8268369899040975,7.398624661178131,0
2012-12-13 13:30:00,6.979114583333334,7.8268369899040975,7.398352715838094,0
2012-12-13 13:35:00,6.979114583333334,7.8268369899040975,7.398080770498058,0
2012-12-13 13:40:00,6.979114583333334,7.8268369899040975,7.3978088251580205,0
2012-12-13 13:45:00,6.979114583333334,7.8268369899040975,7.397536879817984,0
2012-12-13 13:50:00,6.979114583333334,7.8268369899040975,7.397264934477947,0
2012-12-13 13:55:00,6.979114583333334,7.8268369899040975,7.396992989137911,0
2012-12-13 14:00:00,6.979114583333334,7.8268369899040975,7.396721043797875,0
2012-12-13 14:05:00,6.979114583333334,7.8268369899040975,7.396449098457838,0
2012-12-13 14:10:00,6.979114583333334,7.8268369899040975,7.396177153117802,0
2012-12-13 14:15:00,6.979114583333334,7.8268369899040975,7.395905207777765,0
2012-12-13 14:20:00,6.979114583333334,7.8268369899040975,7.395633262437729,0
2012-12-13 14:25:00,6.979114583333334,7.8268369899040975,7.3953613170976915,0
2012-12-13 14:30:00,6.979114583333334,7.8268369899040975,7.395089371757655,0
2012-12-13 14:35:00,6.979114583333334,7.8268369899040975,7.394817426417618,0
2012-12-13 14:40:00,6.979114583333334,7.8268369899040975,7.394545481077582,0
2012-12-13 14:45:00,6.979114583333334,7.8268369899040975,7.394273535737545,0
2012-12-13 14:50:00,6.979114583333334,7.8268369899040975,7.394001590397509,0
2012-12-13 14:55:00,6.979114583333334,7.8268369899040975,7.393729645057473,0
2012-12-13 15:00:00,6.979114583333334,7.8268369899040975,7.393457699717436,0
2012-12-13 15:05:00,6.979114583333334,7.8268369899040975,7.3931857543773996,0
2012-12-13 15:10:00,6.979114583333334,7.8268369899040975,7.3929138090373625,0
2012-12-13 15:15:00,6.979114583333334,7.8268369899040975,7.392641863697326,0
2012-12-13 15:20:00,6.979114583333334,7.8268369899040975,7.392369918357289,0
2012-12-13 15:25:00,6.979114583333334,7.8268369899040975,7.392097973017253,0
2012-12-13 15:30:00,6.979114583333334,7.8268369899040975,7.391826027677216,0
2012-12-13 15:35:00,6.979114583333334,7.8268369899040975,7.39155408233718,0
2012-12-13 15:40:00,6.979114583333334,7.8268369899040975,7.391282136997143,0
2012-12-13 15:45:00,6.979114583333334,7.8268369899040975,7.391010191657107,0
2012-12-13 15:50:00,6.979114583333334,7.8268369899040975,7.3907382463170705,0
2012-12-13 15:55:00,6.979114583333334,7.8268369899040975,7.3904663009770335,0
2012-12-13 16:00:00,6.979114583333334,7.8268369899040975,7.390194355636997,0
2012-12-13 16:05:00,6.979114583333334,7.8268369899040975,7.38992241029696,0
2012-12-13 16:10:00,6.979114583333334,7.8268369899040975,7.389650464956924,0
2012-12-13 16:15:00,6.979114583333334,7.8268369899040975,7.389378519616887,0
2012-12-13 16:20:00,6.979114583333334,7.8268369899040975,7.389106574276851,0
2012-12-13 16:25:00,6.979114583333334,7.8268369899040975,7.388834628936814,0
2012-12-13 16:30:00,6.979114583333334,7.8268369899040975,7.388562683596778,0
2012-12-13 16:35:00,6.979114583333334,7.8268369899040975,7.388290738256741,0
2012-12-13 16:40:00,6.979114583333334,7.8268369899040975,7.3880187929167045,0
2012-12-13 16:45:00,6.979114583333334,7.8268369899040975,7.387746847576668,0
2012-12-13 16:50:00,6.979114583333334,7.8268369899040975,7.387474902236631,0
2012-12-13 16:55:00,6.979114583333334,7.8268369899040975,7.387202956896595,0
2012-12-13 17:00:00,6.979114583333334,7.8268369899040975,7.386931011556558,0
2012-12-13 17:05:00,6.979114583333334,7.8268369899040975,7.386659066216522,0
2012-12-13 17:10:00,6.979114583333334,7.8268369899040975,7.386387120876485,0
2012-12-13 17:15:00,6.979114583333334,7.8268369899040975,7.386115175536449,0
2012-12-13 17:20:00,6.979114583333334,7.8268369899040975,7.385843230196412,0
2012-12-13 17:25:00,6.979114583333334,7.8268369899040975,7.3855712848563755,0
2012-12-13 17:30:00,6.979114583333334,7.8268369899040975,7.385299339516338,0
2012-12-13 17:35:00,6.979114583333334,7.8268369899040975,7.385027394176302,0
2012-12-13 17:40:00,6.979114583333334,7.8268369899040975,7.384755448836266,0
2012-12-13 17:45:00,6.979114583333334,7.8268369899040975,7.384483503496229,0
2012-12-13 17:50:00,6.979114583333334,7.8268369899040975,7.384211558156193,0
2012-12-13 17:55:00,6.979114583333334,7.8268369899040975,7.383939612816156,0
2012-12-13 18:00:00,6.979114583333334,7.8268369899040975,7.38366766747612,0
2012-12-13 18:05:00,6.979114583333334,7.8268369899040975,7.383395722136083,0
2012-12-13 18:10:00,6.979114583333334,7.8268369899040975,7.3831237767960465,0
2012-12-13 18:15:00,6.979114583333334,7.8268369899040975,7.382851831456009,0
2012-12-13 18:20:00,6.979114583333334,7.8268369899040975,7.382579886115973,0
2012-12-13 18:25:00,6.979114583333334,7.8268369899040975,7.382307940775936,0
2012-12-13 18:30:00,6.979114583333334,7.8268369899040975,7.3820359954359,0
2012-12-13 18:35:00,6.979114583333334,7.8268369899040975,7.381764050095864,0
2012-12-13 18:40:00,6.979114583333334,7.8268369899040975,7.381492104755827,0
2012-12-13 18:45:00,6.979114583333334,7.8268369899040975,7.381220159415791,0
2012-12-13 18:50:00,6.979114583333334,7.8268369899040975,7.380948214075754,0
2012-12-13 18:55:00,6.979114583333334,7.8268369899040975,7.3806762687357175,0
2012-12-13 19:00:00,6.979114583333334,7.8268369899040975,7.38040432339568,0
2012-12-13 19:05:00,6.979114583333334,7.8268369899040975,7.380132378055644,0
2012-12-13 19:10:00,6.979114583333334,7.8268369899040975,7.379860432715607,0
2012-12-13 19:15:00,6.979114583333334,7.8268369899040975,7.379588487375571,0
2012-12-13 19:20:00,6.979114583333334,7.8268369899040975,7.379316542035534,0
2012-12-13 19:25:00,6.979114583333334,7.8268369899040975,7.379044596695498,0
2012-12-13 19:30:00,6.979114583333334,7.8268369899040975,7.378772651355462,0
2012-12-13 19:35:00,6.979114583333334,7.8268369899040975,7.378500706015425,0
2012-12-13 19:40:00,6.979114583333334,7.8268369899040975,7.3782287606753885,0
2012-12-13 19:45:00,6.979114583333334,7.8268369899040975,7.377956815335351,0
2012-12-13 19:50:00,6.979114583333334,7.8268369899040975,7.377684869995315,0
2012-12-13 19:55:00,6.979114583333334,7.8268369899040975,7.377412924655278,0
2012-12-13 20:00:00,6.979114583333334,7.8268369899040975,7.377140979315242,0
2012-12-13 20:05:00,6.979114583333334,7.8268369899040975,7.376869033975205,0
2012-12-13 20:10:00,6.979114583333334,7.8268369899040975,7.376597088635169,0
2012-12-13 20:15:00,6.979114583333334,7.8268369899040975,7.376325143295132,0
2012-12-13 20:20:00,6.979114583333334,7.8268369899040975,7.376053197955096,0
2012-12-13 20:25:00,6.979114583333334,7.8268369899040975,7.3757812526150595,0
2012-12-13 20:30:00,6.979114583333334,7.8268369899040975,7.375509307275022,0
2012-12-13 20:35:00,6.979114583333334,7.8268369899040975,7.375237361934986,0
2012-12-13 20:40:00,6.979114583333334,7.8268369899040975,7.374965416594949,0
2012-12-13 20:45:00,6.979114583333334,7.8268369899040975,7.374693471254913,0
2012-12-13 20:50:00,6.979114583333334,7.8268369899040975,7.374421525914876,0
2012-12-13 20:55:00,6.979114583333334,7.8268369899040975,7.37414958057484,0
2012-12-13 21:00:00,6.979114583333334,7.8268369899040975,7.373877635234803,0
2012-12-13 21:05:00,6.979114583333334,7.8268369899040975,7.373605689894767,0
2012-12-13 21:10:00,6.979114583333334,7.8268369899040975,7.37333374455473,0
2012-12-13 21:15:00,6.979114583333334,7.8268369899040975,7.373061799214693,0
2012-12-13 21:20:00,6.979114583333334,7.8268369899040975,7.372789853874657,0
2012-12-13 21:25:00,6.979114583333334,7.8268369899040975,7.37251790853462,0
2012-12-13 21:30:00,6.979114583333334,7.8268369899040975,7.372245963194584,0
2012-12-13 21:35:00,6.979114583333334,7.8268369899040975,7.371974017854547,0
2012-12-13 21:40:00,6.979114583333334,7.8268369899040975,7.371702072514511,0
2012-12-13 21:45:00,6.979114583333334,7.8268369899040975,7.371430127174474,0
2012-12-13 21:50:00,6.979114583333334,7.8268369899040975,7.371158181834438,0
2012-12-13 21:55:00,6.979114583333334,7.8268369899040975,7.370886236494401,0
2012-12-13 22:00:00,6.979114583333334,7.8268369899040975,7.370614291154364,0
2012-12-13 22:05:00,6.979114583333334,7.8268369899040975,7.370342345814327,0
